VHCL_CRASH_ID,VHCL_VHCL_ID,VHCL_VHCL_CODED_SEQ_NO,VHCL_OWNSHP_CD,VHCL_OWNSHP_SHORT_DESC,VHCL_USE_CD,VHCL_USE_SHORT_DESC,VHCL_TYP_CD,VHCL_TYP_SHORT_DESC,EMRGCY_VHCL_USE_FLG,TRLR_QTY,VHCL_MVMNT_CD,VHCL_MVMNT_SHORT_DESC,VHCL_CMPSS_DIR_FROM_CD,VHCL_CMPSS_DIR_FROM_SHORT_DESC,VHCL_CMPSS_DIR_TO_CD,VHCL_CMPSS_DIR_TO_SHORT_DESC,VHCL_ACTN_CD,VHCL_ACTN_SHORT_DESC,VHCL_CAUSE_1_CD,VHCL_CAUSE_1_SHORT_DESC,VHCL_CAUSE_2_CD,VHCL_CAUSE_2_SHORT_DESC,VHCL_CAUSE_3_CD,VHCL_CAUSE_3_SHORT_DESC,VHCL_EVNT_1_CD,VHCL_EVNT_1_SHORT_DESC,VHCL_EVNT_2_CD,VHCL_EVNT_2_SHORT_DESC,VHCL_EVNT_3_CD,VHCL_EVNT_3_SHORT_DESC,VHCL_SPEED_FLG,VHCL_HIT_RUN_FLG,VHCL_SFTY_EQUIP_USED_QTY,VHCL_SFTY_EQUIP_UNUSED_QTY,VHCL_SFTY_EQUIP_USE_UNKNWN_QTY,VHCL_OCCUP_CNT,STRIKG_VHCL_FLG,PARTIC_CRASH_ID,PARTIC_VHCL_ID,PARTIC_ID,PARTIC_DSPLY_SEQ_NO,PARTIC_VHCL_CODED_SEQ_NO,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_HIT_RUN_FLG,PUB_EMPL_FLG,SEX_CD,AGE_VAL,DRVR_LIC_STAT_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_STAT_CD,DRVR_RES_SHORT_DESC,INJ_SVRTY_CD,INJ_SVRTY_SHORT_DESC,SFTY_EQUIP_USE_CD,SFTY_EQUIP_USE_SHORT_DESC,AIRBAG_DEPLOY_IND,PARTIC_MVMNT_CD,PARTIC_MVMNT_SHORT_DESC,PARTIC_CMPSS_DIR_FROM_CD,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,PARTIC_CMPSS_DIR_TO_CD,PARTIC_CMPSS_DIR_TO_SHORT_DESC,NON_MOTRST_LOC_CD,NON_MOTRST_LOC_SHORT_DESC,PARTIC_ACTN_CD,PARTIC_ACTN_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_1_SHORT_DESC,PARTIC_ERR_2_CD,PARTIC_ERR_2_SHORT_DESC,PARTIC_ERR_3_CD,PARTIC_ERR_3_SHORT_DESC,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_1_SHORT_DESC,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_2_SHORT_DESC,PARTIC_CAUSE_3_CD,PARTIC_CAUSE_3_SHORT_DESC,PARTIC_EVNT_1_CD,PARTIC_EVNT_1_SHORT_DESC,PARTIC_EVNT_2_CD,PARTIC_EVNT_2_SHORT_DESC,PARTIC_EVNT_3_CD,PARTIC_EVNT_3_SHORT_DESC,BAC_VAL,ALCHL_USE_RPT_IND,DRUG_USE_RPT_IND,MJ_USE_RPT_IND,STRIKG_PARTIC_FLG,CRASH_ERR_LONG_DESC,CAUSE_LONG_DESC,EVNT_LONG_DESC,MVMNT_LONG_DESC,ACTN_LONG_DESC
1342396,2542355,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,2,NE,8,NW,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1342396,2542355,2904829,2,1,1,1,DRVR,False,False,1,41,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Turning Right,No action or non-warranted
1324187,2507625,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,1.0,1,STRGHT,5,S,1,N,0,NONE,0,NO CODE,,,,,28.0,LOAD SHIFT,,,,,False,False,4,0,0,4,True,1324187,2507625,2865269,1,1,1,1,DRVR,False,False,2,46,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,85,OVRLOAD,,,,,10,OTHR-IMP,,,,,,,,,,,,,,,False,Overloading or improper loading of vehicle with cargo or passengers,No cause associated at this level,,Straight Ahead,No action or non-warranted
1324097,2507444,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,5,S,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1324097,2507444,2865065,1,1,1,1,DRVR,False,False,1,38,2,OTH-Y,4,N-RES,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1324995,2509141,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,7,W,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1324995,2509141,2867021,1,1,1,1,DRVR,False,False,2,44,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,No action or non-warranted
1341841,2541292,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,True,False,1,0,0,1,True,1341841,2541292,2903599,1,1,1,1,DRVR,False,False,1,52,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,50,SPEED,34.0,PAS INTR,27.0,BIKE ROW,30,SPEED,6.0,IMP-OVER,2.0,NO-YIELD,,,,,,,,0.0,0.0,,False,Driving in excess of posted speed,No cause associated at this level,,Straight Ahead,No action or non-warranted
1347296,2551406,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,5,S,2,NE,16,TRN A/RED,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1347296,2551406,2915183,1,1,1,1,DRVR,False,False,1,55,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,Turned on red after stopping
1328324,2515557,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1328324,2515557,2874302,1,1,1,1,DRVR,False,False,2,76,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,83.0,VEG HID,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,Vegetation obscured view,Straight Ahead,No action or non-warranted
1327381,2513729,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,,2,TURN-R,3,E,1,N,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1327381,2513729,2872221,1,1,1,1,DRVR,False,False,2,22,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,83.0,VEG HID,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,Vegetation obscured view,Turning Right,Proceed after stopping for a stop sign/flashing red.
1327464,2513893,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,,3,TURN-L,6,SW,8,NW,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1327464,2513893,2872408,1,1,1,1,DRVR,False,False,1,22,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,83.0,VEG HID,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,Vegetation obscured view,Turning Left,Entering street or highway from alley or driveway
1352861,2561395,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1352861,2561395,2926609,1,1,1,1,DRVR,False,False,1,62,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Straight Ahead,No action or non-warranted
1347947,2552569,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1347947,2552569,2916545,1,1,1,1,DRVR,False,False,1,84,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1345474,2548039,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,1,2,True,1345474,2548039,2911359,1,1,1,1,DRVR,False,False,1,27,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,45,IMP CHG,,,,,32,CARELESS,,,,,,,,,,,,0.0,0.0,,False,Improper change of traffic lanes,No cause associated at this level,,Straight Ahead,No action or non-warranted
1341087,2539846,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,7,W,1,N,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1341087,2539846,2901984,1,1,1,1,DRVR,False,False,2,46,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1345986,2548994,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,5,S,1,N,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1345986,2548994,2912455,1,1,1,1,DRVR,False,False,1,38,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,44.0,STRDL LN,,,5,LEFT-CTR,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Straight Ahead,No action or non-warranted
1340255,2538250,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,1,N,7,W,19,ENTR DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1340255,2538250,2900211,1,1,1,1,DRVR,False,False,1,53,1,OR-Y,3,OR-?,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,Entering alley or driveway from street or highway
1328117,2515160,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,1,N,3,E,19,ENTR DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1328117,2515160,2873856,1,1,1,1,DRVR,False,False,2,42,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Entering alley or driveway from street or highway
1324262,2507760,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,7,W,1,N,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1324262,2507760,2865430,1,1,1,1,DRVR,False,False,2,70,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1326728,2512430,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,False,1326728,2512430,2870761,2,1,1,1,DRVR,False,False,2,52,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1343277,2543989,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,6,SW,8,NW,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,False,1343277,2543989,2906726,2,1,1,1,DRVR,False,False,1,65,1,OR-Y,2,OR>25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1349610,2555594,1,3,PUBLC,0,NONE,8,OTH BUS,False,0.0,1,STRGHT,5,S,1,N,0,NONE,0,NO CODE,,,,,110.0,N-MTR,,,,,False,False,1,0,0,1,False,1349610,2555594,2920060,2,1,1,1,DRVR,False,True,1,67,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1324122,2507494,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,7,W,3,E,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,1,2,False,1324122,2507494,2865126,2,1,1,1,DRVR,False,False,2,32,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Straight Ahead,Proceed after stopping for a stop sign/flashing red.
1323688,2506687,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,2,NE,6,SW,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1323688,2506687,2864235,1,1,1,1,DRVR,False,False,2,53,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Straight Ahead,No action or non-warranted
1324556,2508300,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,7,W,5,S,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1324556,2508300,2866064,1,1,1,1,DRVR,False,False,1,41,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,93.0,CELL-POL,83.0,VEG HID,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,Cell phone  (on PAR or driver in use),Turning Right,Entering street or highway from alley or driveway
1324427,2508058,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,5,S,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1324427,2508058,2865760,1,1,1,1,DRVR,False,False,1,50,2,OTH-Y,4,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,4.0,L IN TRF,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1327552,2514065,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,,2,TURN-R,7,W,4,SE,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1327552,2514065,2872609,1,1,1,1,DRVR,False,False,1,35,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,Proceed after stopping for a stop sign/flashing red.
1322060,2503675,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,1,N,3,E,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1322060,2503675,2860812,1,1,1,1,DRVR,False,False,1,49,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Proceed after stopping for a stop sign/flashing red.
1323103,2505605,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,7,W,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1323103,2505605,2863007,1,1,1,1,DRVR,False,False,1,37,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,No action or non-warranted
1342875,2543233,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,3,E,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1342875,2543233,2905851,1,1,1,1,DRVR,False,False,1,83,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,7,TO WRONG,44.0,STRDL LN,27.0,BIKE ROW,8,IMP-TURN,5.0,LEFT-CTR,2.0,NO-YIELD,,,,,,,,0.0,0.0,,False,Turned into wrong lane,No cause associated at this level,,Turning Left,No action or non-warranted
1341791,2541188,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,3,E,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1341791,2541188,2903490,2,1,1,1,DRVR,False,False,2,26,1,OR-Y,2,OR>25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,4.0,L IN TRF,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1343046,2543552,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,1,N,7,W,16,TRN A/RED,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1343046,2543552,2906216,2,1,1,1,DRVR,False,False,2,59,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Turning Right,Turned on red after stopping
1326822,2512615,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,3,E,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1326822,2512615,2870968,1,1,1,1,DRVR,False,False,2,27,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Turning Left,No action or non-warranted
1327415,2513796,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,1,N,3,E,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1327415,2513796,2872301,1,1,1,1,DRVR,False,False,1,54,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Entering street or highway from alley or driveway
1327422,2513810,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1327422,2513810,2872316,1,1,1,1,DRVR,False,False,1,75,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,20,DIS SGNL,,,,,4,DIS--RAG,,,,,,,,,,,86.0,0.0,0.0,,False,Disregarded traffic signal,No cause associated at this level,,Straight Ahead,No action or non-warranted
1342867,2543217,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,3,0,0,3,True,1342867,2543217,2905834,1,1,1,1,DRVR,False,False,2,28,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1342706,2542894,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1342706,2542894,2905476,1,1,1,1,DRVR,False,False,1,61,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1328420,2515743,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,5,S,7,W,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1328420,2515743,2874511,1,1,1,1,DRVR,False,False,1,37,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Entering street or highway from alley or driveway
1353558,2562688,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,6,SW,8,NW,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1353558,2562688,2928018,2,1,1,1,DRVR,False,False,1,26,2,OTH-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Entering street or highway from alley or driveway
1354243,2563952,1,1,PRVTE,0,NONE,9,MTRCYCLE,False,,1,STRGHT,1,N,5,S,7,AVOIDING,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1354243,2563952,2929437,1,1,1,1,DRVR,False,False,1,53,1,OR-Y,1,OR<25,9,NONE,6,HELM,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,86.0,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,Avoiding maneuver
1328571,2516032,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,1,N,5,S,0,NONE,0,NO CODE,,,,,110.0,N-MTR,,,,,False,False,2,0,0,2,False,1328571,2516032,2874855,2,1,1,1,DRVR,False,False,1,74,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1354457,2564327,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,1,N,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1354457,2564327,2929853,2,1,1,1,DRVR,False,False,2,58,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Turning Right,No action or non-warranted
1342976,2543427,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,3,E,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1342976,2543427,2906082,1,1,1,1,DRVR,False,False,1,21,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,26,SUN,27,BIKE ROW,4.0,L IN TRF,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1345839,2548708,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,8,NW,5,S,16,TRN A/RED,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1345839,2548708,2912136,1,1,1,1,DRVR,False,False,2,33,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,Turned on red after stopping
1326286,2511586,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,7,AVOIDING,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1326286,2511586,2869814,1,1,1,1,DRVR,False,False,1,56,1,OR-Y,2,OR>25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Straight Ahead,Avoiding maneuver
1325924,2510890,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,1,N,3,E,19,ENTR DWY,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1325924,2510890,2869013,1,1,1,1,DRVR,False,False,1,40,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Entering alley or driveway from street or highway
1324052,2507359,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,5,S,3,E,19,ENTR DWY,0,NO CODE,,,,,110.0,N-MTR,,,,,False,False,2,0,0,2,False,1324052,2507359,2864978,2,1,1,1,DRVR,False,False,1,38,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Turning Right,Entering alley or driveway from street or highway
1346668,2550266,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1346668,2550266,2913876,2,1,1,1,DRVR,False,False,2,47,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Straight Ahead,Proceed after stopping for a stop sign/flashing red.
1348040,2552738,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,3,0,0,3,True,1348040,2552738,2916734,1,1,1,1,DRVR,False,False,1,29,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
